u,v,true_S,trial,S_prime,var_hat
99,112,1,70,1.354212,23.094017
99,112,1,71,4.642423,19.291143
99,112,1,72,0.737672,23.807056
99,112,1,73,-1.682885,22.618658
99,112,1,74,-4.149044,25.470814
99,112,1,75,1.308611,27.134571
99,112,1,76,0.532159,24.044736
99,112,1,77,7.759476,21.667940
99,112,1,78,-11.125246,23.569377
99,112,1,79,13.833670,22.618658
99,112,1,80,5.133405,20.717221
99,112,1,81,4.927892,20.954901
99,112,1,82,3.409343,20.717221
99,112,1,83,7.097335,26.421532
99,112,1,84,-1.306214,16.201308
99,112,1,85,-2.790408,21.905619
99,112,1,86,4.516865,21.430260
99,112,1,87,-6.444044,22.143299
99,112,1,88,1.639681,24.757775
99,112,1,89,2.141909,16.201308
99,112,1,90,2.747203,25.470814
99,112,1,91,0.863229,21.667940
99,112,1,92,-1.351815,20.241862
99,112,1,93,5.498831,24.282415
99,112,1,94,1.479769,20.954901
99,112,1,95,11.413112,21.430260
99,112,1,96,2.507334,19.766503
99,112,1,97,-1.146302,20.004182
99,112,1,98,-1.557328,20.479541
99,112,1,99,5.544431,20.241862
99,112,1,100,-2.744807,17.865066
99,112,1,101,-10.303194,22.618658
99,112,1,102,1.845194,24.520095
99,112,1,103,-3.406947,22.618658
99,112,1,104,7.839432,23.569377
99,112,1,105,8.376015,20.954901
99,112,1,106,5.087804,24.757775
99,112,1,107,-4.023487,23.331697
99,112,1,108,0.292290,18.340425
99,112,1,109,5.544431,20.241862
99,112,1,110,15.146705,23.094017
99,112,1,111,4.642423,19.291143
99,112,1,112,3.740414,18.340425
99,112,1,113,3.820370,20.241862
99,112,1,114,4.265751,25.708493
99,112,1,115,-2.995921,22.143299
99,112,1,116,-5.827504,21.430260
99,112,1,117,3.694813,22.380978
99,112,1,118,3.694813,22.380978
99,112,1,119,-3.486903,20.717221
99,112,1,120,-7.346053,21.192580
99,112,1,121,4.025883,20.004182
99,112,1,122,1.845194,24.520095
99,112,1,123,7.508362,25.946173
99,112,1,124,-0.324249,19.053464
99,112,1,125,1.308611,27.134571
99,112,1,126,3.078273,23.094017
99,112,1,127,3.283786,22.856338
99,112,1,128,-1.808442,24.757775
99,112,1,129,7.017379,24.520095
99,112,1,130,3.900326,22.143299
99,112,1,131,4.802335,23.094017
99,112,1,132,1.103097,27.372251
99,112,1,133,-2.664851,19.766503
99,112,1,134,-3.201434,22.380978
99,112,1,135,-2.664851,19.766503
99,112,1,136,-6.078619,25.708493
99,112,1,137,-3.326991,24.520095
99,112,1,138,-4.879895,18.340425
99,112,1,139,-7.597167,25.470814
99,112,1,140,-0.038780,20.717221
99,112,1,141,7.553962,21.905619
99,112,1,142,5.544431,20.241862
99,112,1,143,-5.131009,22.618658
99,112,1,144,4.722379,21.192580
99,112,1,145,-1.557328,20.479541
99,112,1,146,4.676778,25.233134
99,112,1,147,-4.514469,21.905619
99,112,1,148,5.213361,22.618658
99,112,1,149,-8.042549,20.004182
99,112,1,150,-1.888399,22.856338
99,112,1,151,-5.827504,21.430260
99,112,1,152,-4.183399,19.528823
99,112,1,153,-5.747548,23.331697
99,112,1,154,2.381777,21.905619
99,112,1,155,0.863229,21.667940
99,112,1,156,-9.115715,25.233134
99,112,1,157,4.722379,21.192580
99,112,1,158,-4.103443,21.430260
99,112,1,159,5.213361,22.618658
99,112,1,160,1.936396,16.438988
99,112,1,161,5.338918,20.479541
99,112,1,162,-4.434513,23.807056
99,112,1,163,-1.146302,20.004182
99,112,1,164,2.792804,21.430260
99,112,1,165,2.632891,17.627386
99,112,1,166,3.534900,18.578104
99,112,1,167,0.372246,20.241862
99,112,1,168,5.829901,21.905619
99,112,1,169,5.864256,27.847610
99,112,1,170,-7.391654,25.233134
99,112,1,171,3.363743,24.757775
99,112,1,172,0.988786,19.528823
99,112,1,173,-0.575363,23.331697
99,112,1,174,-2.756052,27.847610
99,112,1,175,-4.103443,21.430260
99,112,1,176,4.185795,23.807056
99,112,1,177,0.246689,22.380978
99,112,1,178,-4.308956,21.667940
99,112,1,179,0.532159,24.044736
99,112,1,180,0.452203,22.143299
99,112,1,181,-1.226258,18.102745
99,112,1,182,-3.852329,17.152027
99,112,1,183,-3.612460,22.856338
99,112,1,184,-2.424982,25.470814
99,112,1,185,1.468523,30.937445
99,112,1,186,-1.146302,20.004182
99,112,1,187,-1.934000,26.896891
99,112,1,188,1.228654,25.233134
99,112,1,189,1.685282,20.717221
99,112,1,190,8.741441,24.520095
99,112,1,191,-4.434513,23.807056
99,112,1,192,1.399812,19.053464
99,112,1,193,4.642423,19.291143
99,112,1,194,-2.584894,21.667940
99,112,1,195,1.434168,24.995454
99,112,1,196,2.667247,23.569377
99,112,1,197,6.412085,15.250590
99,112,1,198,1.605326,18.815784
99,112,1,199,-0.278648,15.012910
99,112,1,200,-1.351815,20.241862
99,112,1,201,-1.728486,26.659212
99,112,1,202,5.669988,18.102745
99,112,1,203,0.737672,23.807056
99,112,1,204,-5.621991,21.192580
99,112,1,205,5.338918,20.479541
99,112,1,206,5.510076,14.299871
99,112,1,207,0.657716,21.905619
99,112,1,208,0.452203,22.143299
99,112,1,209,4.471265,25.470814
99,112,1,210,-3.201434,22.380978
99,112,1,211,6.526396,23.094017
99,112,1,212,3.900326,22.143299
99,112,1,213,-5.336522,22.856338
99,112,1,214,4.756734,27.134571
99,112,1,215,5.258962,18.578104
99,112,1,216,-5.953062,23.569377
99,112,1,217,1.194299,19.291143
99,112,1,218,4.596822,23.331697
99,112,1,219,-0.164337,22.856338
99,112,1,220,-3.897930,21.192580
99,112,1,221,1.228654,25.233134
99,112,1,222,1.559725,22.856338
99,112,1,223,-0.449806,21.192580
99,112,1,224,1.399812,19.053464
99,112,1,225,-1.066346,21.905619
99,112,1,226,0.372246,20.241862
99,112,1,227,-3.772373,19.053464
99,112,1,228,3.283786,22.856338
99,112,1,229,-1.397416,24.282415
99,112,1,230,2.712848,19.528823
99,112,1,231,13.673757,18.815784
99,112,1,232,-4.434513,23.807056
99,112,1,233,-0.986390,23.807056
99,112,1,234,-4.514469,21.905619
99,112,1,235,-5.290921,18.815784
99,112,1,236,-11.296404,29.749047
99,112,1,237,-1.797197,14.775230
99,112,1,238,-3.738017,24.995454
99,112,1,239,-1.351815,20.241862
99,112,1,240,-0.118736,18.815784
99,112,1,241,2.872760,23.331697
99,112,1,242,7.964989,21.430260
99,112,1,243,4.151440,17.865066
99,112,1,244,1.274255,21.192580
99,112,1,245,0.737672,23.807056
99,112,1,246,4.471265,25.470814
99,112,1,247,7.839432,23.569377
99,112,1,248,8.992555,20.241862
99,112,1,249,3.694813,22.380978
99,112,1,250,-3.326991,24.520095
99,112,1,251,-1.968355,20.954901
99,112,1,252,-3.692416,20.954901
99,112,1,253,-4.594425,20.004182
99,112,1,254,10.922130,20.004182
99,112,1,255,3.078273,23.094017
99,112,1,256,1.559725,22.856338
99,112,1,257,-1.477372,22.380978
99,112,1,258,8.866998,22.380978
99,112,1,259,-1.351815,20.241862
99,112,1,260,3.409343,20.717221
99,112,1,261,-7.631522,19.528823
99,112,1,262,-4.183399,19.528823
99,112,1,263,-3.406947,22.618658
99,112,1,264,-4.605671,29.986727
99,112,1,265,-2.915965,24.044736
99,112,1,266,-2.995921,22.143299
99,112,1,267,3.329387,18.815784
99,112,1,268,-1.066346,21.905619
99,112,1,269,-5.667592,25.233134
99,112,1,270,3.158229,24.995454
99,112,1,271,0.783273,19.766503
99,112,1,272,-4.229000,23.569377
99,112,1,273,-3.612460,22.856338
99,112,1,274,-0.164337,22.856338
99,112,1,275,-2.915965,24.044736
99,112,1,276,-5.005452,20.479541
99,112,1,277,9.894564,21.192580
99,112,1,278,6.606353,24.995454
99,112,1,279,2.096308,20.241862
99,112,1,280,10.259989,24.757775
99,112,1,281,8.170502,21.192580
99,112,1,282,5.418874,22.380978
99,112,1,283,3.900326,22.143299
99,112,1,284,-7.391654,25.233134
99,112,1,285,6.571997,19.053464
99,112,1,286,2.221865,18.102745
99,112,1,287,-3.943531,25.233134
99,112,1,288,-3.167079,28.322969
99,112,1,289,3.980282,24.044736
99,112,1,290,0.577760,20.004182
99,112,1,291,-5.793149,27.372251
99,112,1,292,-3.075877,20.241862
99,112,1,293,3.900326,22.143299
99,112,1,294,8.296059,19.053464
99,112,1,295,-1.237504,28.085289
99,112,1,296,-1.477372,22.380978
99,112,1,297,6.035414,21.667940
99,112,1,298,-1.888399,22.856338
99,112,1,299,-1.968355,20.954901
99,112,1,300,7.394050,18.102745
99,112,1,301,1.559725,22.856338
99,112,1,302,-4.229000,23.569377
99,112,1,303,-0.986390,23.807056
99,112,1,304,2.998317,21.192580
99,112,1,305,3.203830,20.954901
99,112,1,306,2.130663,26.183852
99,112,1,307,-1.237504,28.085289
99,112,1,308,4.722379,21.192580
99,112,1,309,1.399812,19.053464
99,112,1,310,16.585297,21.430260
99,112,1,311,4.391308,23.569377
99,112,1,312,6.480796,27.134571
99,112,1,313,2.221865,18.102745
99,112,1,314,0.452203,22.143299
99,112,1,315,-5.131009,22.618658
99,112,1,316,0.166733,20.479541
99,112,1,317,-0.826477,27.609930
99,112,1,318,4.882291,24.995454
99,112,1,319,1.845194,24.520095
99,112,1,320,5.955458,19.766503
99,112,1,321,-0.906434,25.708493
99,112,1,322,1.970751,22.380978
99,112,1,323,-0.655320,21.430260
99,112,1,324,-5.701947,19.291143
99,112,1,325,3.614857,20.479541
99,112,1,326,0.201089,26.421532
99,112,1,327,10.796573,22.143299
99,112,1,328,-7.266097,23.094017
99,112,1,329,0.943185,23.569377
99,112,1,330,-5.051053,24.520095
99,112,1,331,2.872760,23.331697
99,112,1,332,-2.950320,18.102745
99,112,1,333,-3.281390,20.479541
99,112,1,334,13.091573,25.470814
99,112,1,335,1.434168,24.995454
99,112,1,336,0.737672,23.807056
99,112,1,337,-0.449806,21.192580
99,112,1,338,-1.066346,21.905619
99,112,1,339,6.160971,19.528823
99,112,1,340,1.068742,21.430260
99,112,1,341,1.765238,22.618658
99,112,1,342,-1.191903,24.044736
99,112,1,343,1.845194,24.520095
99,112,1,344,-2.504938,23.569377
99,112,1,345,7.679519,19.766503
99,112,1,346,1.319856,17.152027
99,112,1,347,-0.735276,19.528823
99,112,1,348,-2.173868,21.192580
99,112,1,349,-2.299425,23.331697
99,112,1,350,1.639681,24.757775
99,112,1,351,0.612115,25.946173
99,112,1,352,-1.762842,20.717221
99,112,1,353,4.551221,27.372251
99,112,1,354,-3.486903,20.717221
99,112,1,355,1.023141,25.470814
99,112,1,356,3.158229,24.995454
99,112,1,357,-3.612460,22.856338
99,112,1,358,8.376015,20.954901
99,112,1,359,5.338918,20.479541
99,112,1,360,9.734651,17.389706
99,112,1,361,0.246689,22.380978
99,112,1,362,9.232423,25.946173
99,112,1,363,7.553962,21.905619
99,112,1,364,2.872760,23.331697
99,112,1,365,2.872760,23.331697
99,112,1,366,2.758449,15.488269
99,112,1,367,2.507334,19.766503
99,112,1,368,6.035414,21.667940
99,112,1,369,-2.995921,22.143299
99,112,1,370,5.213361,22.618658
99,112,1,371,2.998317,21.192580
99,112,1,372,0.166733,20.479541
99,112,1,373,-1.157548,29.986727
99,112,1,374,-0.735276,19.528823
99,112,1,375,3.980282,24.044736
99,112,1,376,-4.640026,24.044736
99,112,1,377,0.372246,20.241862
99,112,1,378,19.827907,21.667940
99,112,1,379,-4.879895,18.340425
99,112,1,380,-5.747548,23.331697
99,112,1,381,2.210620,28.085289
99,112,1,382,-4.183399,19.528823
99,112,1,383,3.774769,24.282415
99,112,1,384,0.166733,20.479541
99,112,1,385,2.256220,24.044736
99,112,1,386,-0.700920,25.470814
99,112,1,387,-4.388912,19.766503
99,112,1,388,1.148698,23.331697
99,112,1,389,-0.369850,23.094017
99,112,1,390,1.194299,19.291143
99,112,1,391,-2.059557,29.036008
99,112,1,392,-7.597167,25.470814
99,112,1,393,-3.692416,20.954901
99,112,1,394,0.943185,23.569377
99,112,1,395,5.864256,27.847610
99,112,1,396,4.642423,19.291143
99,112,1,397,0.703317,17.865066
99,112,1,398,-2.219469,25.233134
99,112,1,399,-5.210965,20.717221
99,112,1,400,-1.146302,20.004182
99,112,1,401,9.974520,23.094017
99,112,1,402,-2.870364,20.004182
99,112,1,403,-5.290921,18.815784
99,112,1,404,0.166733,20.479541
99,112,1,405,3.820370,20.241862
99,112,1,406,2.872760,23.331697
99,112,1,407,-4.514469,21.905619
99,112,1,408,-8.784645,22.856338
99,112,1,409,2.541690,25.708493
99,112,1,410,-0.449806,21.192580
99,112,1,411,-0.609719,17.389706
99,112,1,412,0.041176,22.618658
99,112,1,413,-7.837035,19.766503
99,112,1,414,4.311352,21.667940
99,112,1,415,-2.253824,19.291143
99,112,1,416,4.265751,25.708493
99,112,1,417,3.363743,24.757775
99,112,1,418,2.998317,21.192580
99,112,1,419,-1.602929,24.520095
99,112,1,420,10.545459,26.421532
99,112,1,421,-9.321229,25.470814
99,112,1,422,0.783273,19.766503
99,112,1,423,0.166733,20.479541
99,112,1,424,-0.655320,21.430260
99,112,1,425,-1.728486,26.659212
99,112,1,426,4.642423,19.291143
99,112,1,427,3.489300,22.618658
99,112,1,428,-1.477372,22.380978
99,112,1,429,-5.873105,25.470814
99,112,1,430,0.041176,22.618658
99,112,1,431,-7.471610,23.331697
99,112,1,432,7.839432,23.569377
99,112,1,433,-0.655320,21.430260
99,112,1,434,-2.790408,21.905619
99,112,1,435,3.740414,18.340425
99,112,1,436,-3.817973,23.094017
99,112,1,437,-3.897930,21.192580
99,112,1,438,0.452203,22.143299
99,112,1,439,9.814607,19.291143
99,112,1,440,-10.919733,23.331697
99,112,1,441,0.988786,19.528823
99,112,1,442,0.246689,22.380978
99,112,1,443,5.498831,24.282415
99,112,1,444,0.943185,23.569377
99,112,1,445,-2.950320,18.102745
99,112,1,446,-10.223238,24.520095
99,112,1,447,-5.336522,22.856338
99,112,1,448,5.247716,28.560649
99,112,1,449,-6.364088,24.044736
99,112,1,450,-3.075877,20.241862
99,112,1,451,-4.514469,21.905619
99,112,1,452,0.201089,26.421532
99,112,1,453,-0.164337,22.856338
99,112,1,454,10.671016,24.282415
99,112,1,455,-1.351815,20.241862
99,112,1,456,1.308611,27.134571
99,112,1,457,3.729168,28.322969
99,112,1,458,7.142936,22.380978
99,112,1,459,-3.441302,16.676667
99,112,1,460,2.667247,23.569377
99,112,1,461,14.495810,17.865066
99,112,1,462,-8.704689,24.757775
99,112,1,463,11.652981,27.134571
99,112,1,464,-1.397416,24.282415
99,112,1,465,8.455971,22.856338
99,112,1,466,-6.649557,22.380978
99,112,1,467,4.105839,21.905619
99,112,1,468,1.559725,22.856338
99,112,1,469,0.121132,24.520095
99,112,1,470,-0.986390,23.807056
99,112,1,471,-9.401185,23.569377
99,112,1,472,2.221865,18.102745
99,112,1,473,9.609094,19.528823
99,112,1,474,-2.504938,23.569377
99,112,1,475,5.578787,26.183852
99,112,1,476,-6.158575,23.807056
99,112,1,477,-1.226258,18.102745
99,112,1,478,-3.281390,20.479541
99,112,1,479,1.810839,18.578104
99,112,1,480,0.121132,24.520095
99,112,1,481,3.900326,22.143299
99,112,1,482,1.765238,22.618658
99,112,1,483,-7.551566,21.430260
99,112,1,484,3.454944,16.676667
99,112,1,485,2.632891,17.627386
99,112,1,486,-2.710451,23.807056
99,112,1,487,-1.717241,16.676667
99,112,1,488,1.765238,22.618658
99,112,1,489,-1.351815,20.241862
99,112,1,490,4.105839,21.905619
99,112,1,491,-1.968355,20.954901
99,112,1,492,-0.369850,23.094017
99,112,1,493,3.363743,24.757775
99,112,1,494,-1.762842,20.717221
99,112,1,495,-2.504938,23.569377
99,112,1,496,-1.602929,24.520095
99,112,1,497,-1.351815,20.241862
99,112,1,498,-2.333780,17.389706
99,112,1,499,-1.511728,16.438988
99,112,1,500,-8.213707,26.183852
99,112,1,501,2.256220,24.044736
99,112,1,502,-1.762842,20.717221
99,112,1,503,-3.281390,20.479541
99,112,1,504,0.863229,21.667940
99,112,1,505,1.023141,25.470814
99,112,1,506,-3.692416,20.954901
99,112,1,507,2.301821,20.004182
99,112,1,508,2.541690,25.708493
99,112,1,509,-1.271859,22.143299
99,112,1,510,3.283786,22.856338
99,112,1,511,-2.550539,27.609930
99,112,1,512,3.078273,23.094017
99,112,1,513,-7.471610,23.331697
99,112,1,514,0.166733,20.479541
99,112,1,515,-4.434513,23.807056
99,112,1,516,1.685282,20.717221
99,112,1,517,-2.539293,17.627386
99,112,1,518,-8.373619,22.380978
99,112,1,519,10.511103,20.479541
99,112,1,520,3.489300,22.618658
99,112,1,521,-1.968355,20.954901
99,112,1,522,-6.158575,23.807056
99,112,1,523,3.694813,22.380978
99,112,1,524,5.373274,26.421532
99,112,1,525,-0.084381,24.757775
99,112,1,526,15.432174,24.757775
99,112,1,527,1.479769,20.954901
99,112,1,528,1.559725,22.856338
99,112,1,529,0.372246,20.241862
99,112,1,530,1.194299,19.291143
99,112,1,531,7.428405,24.044736
99,112,1,532,12.029652,20.717221
99,112,1,533,6.115370,23.569377
99,112,1,534,-7.106184,26.896891
99,112,1,535,-3.486903,20.717221
99,112,1,536,-1.888399,22.856338
99,112,1,537,2.587291,21.667940
99,112,1,538,4.265751,25.708493
99,112,1,539,-2.013956,24.995454
99,112,1,540,-0.860833,21.667940
99,112,1,541,-5.827504,21.430260
99,112,1,542,1.068742,21.430260
99,112,1,543,1.148698,23.331697
99,112,1,544,-3.646816,16.914347
99,112,1,545,6.891822,26.659212
99,112,1,546,-5.210965,20.717221
99,112,1,547,1.399812,19.053464
99,112,1,548,-0.369850,23.094017
99,112,1,549,4.642423,19.291143
99,112,1,550,11.287555,23.569377
99,112,1,551,-1.968355,20.954901
99,112,1,552,0.783273,19.766503
99,112,1,553,0.452203,22.143299
99,112,1,554,1.890795,20.479541
99,112,1,555,-0.164337,22.856338
99,112,1,556,9.186822,29.986727
99,112,1,557,-2.379381,21.430260
99,112,1,558,0.326646,24.282415
99,112,1,559,2.381777,21.905619
99,112,1,560,7.142936,22.380978
99,112,1,561,-0.449806,21.192580
99,112,1,562,6.857467,20.717221
99,112,1,563,3.203830,20.954901
99,112,1,564,-5.701947,19.291143
99,112,1,565,-1.968355,20.954901
99,112,1,566,2.176264,22.143299
99,112,1,567,-7.471610,23.331697
99,112,1,568,-3.692416,20.954901
99,112,1,569,-6.524000,20.241862
99,112,1,570,-3.612460,22.856338
99,112,1,571,-5.953062,23.569377
99,112,1,572,-8.419220,26.421532
99,112,1,573,0.897584,27.609930
99,112,1,574,-4.354557,25.708493
99,112,1,575,-1.477372,22.380978
99,112,1,576,-3.612460,22.856338
99,112,1,577,-6.033018,21.667940
99,112,1,578,-3.201434,22.380978
99,112,1,579,2.221865,18.102745
99,112,1,580,8.376015,20.954901
99,112,1,581,-2.379381,21.430260
99,112,1,582,-6.729513,20.479541
99,112,1,583,-1.888399,22.856338
99,112,1,584,-5.827504,21.430260
99,112,1,585,-0.529762,19.291143
99,112,1,586,7.964989,21.430260
99,112,1,587,-2.219469,25.233134
99,112,1,588,4.265751,25.708493
99,112,1,589,-1.066346,21.905619
99,112,1,590,1.399812,19.053464
99,112,1,591,-4.308956,21.667940
99,112,1,592,1.274255,21.192580
99,112,1,593,2.507334,19.766503
99,112,1,594,6.937423,22.618658
99,112,1,595,4.562466,17.389706
99,112,1,596,2.301821,20.004182
99,112,1,597,2.256220,24.044736
99,112,1,598,-5.005452,20.479541
99,112,1,599,6.035414,21.667940
99,112,1,600,4.231396,19.766503
99,112,1,601,-5.827504,21.430260
99,112,1,602,4.311352,21.667940
99,112,1,603,4.356953,17.627386
99,112,1,604,2.461734,23.807056
99,112,1,605,5.909857,23.807056
99,112,1,606,6.001059,15.725949
99,112,1,607,2.507334,19.766503
99,112,1,608,1.319856,17.152027
99,112,1,609,0.863229,21.667940
99,112,1,610,6.320883,23.331697
99,112,1,611,-4.845539,24.282415
99,112,1,612,1.399812,19.053464
99,112,1,613,0.943185,23.569377
99,112,1,614,1.068742,21.430260
99,112,1,615,6.160971,19.528823
99,112,1,616,0.863229,21.667940
99,112,1,617,-6.729513,20.479541
99,112,1,618,3.774769,24.282415
99,112,1,619,11.618625,21.192580
99,112,1,620,1.845194,24.520095
99,112,1,621,1.023141,25.470814
99,112,1,622,2.301821,20.004182
99,112,1,623,6.811866,24.757775
99,112,1,624,-0.780877,23.569377
99,112,1,625,-7.677123,23.569377
99,112,1,626,2.016352,18.340425
99,112,1,627,-5.827504,21.430260
99,112,1,628,1.685282,20.717221
99,112,1,629,-5.176610,26.659212
99,112,1,630,-2.504938,23.569377
99,112,1,631,-5.416478,20.954901
99,112,1,632,-1.477372,22.380978
99,112,1,633,7.679519,19.766503
99,112,1,634,2.381777,21.905619
99,112,1,635,5.007848,22.856338
99,112,1,636,1.936396,16.438988
99,112,1,637,1.445413,15.012910
99,112,1,638,-4.640026,24.044736
99,112,1,639,4.676778,25.233134
99,112,1,640,1.719637,26.659212
99,112,1,641,6.937423,22.618658
99,112,1,642,1.274255,21.192580
99,112,1,643,-3.281390,20.479541
99,112,1,644,9.403581,19.766503
99,112,1,645,-5.542035,23.094017
99,112,1,646,3.409343,20.717221
99,112,1,647,4.105839,21.905619
99,112,1,648,-2.664851,19.766503
99,112,1,649,11.367511,25.470814
99,112,1,650,-0.164337,22.856338
99,112,1,651,-3.041522,26.183852
99,112,1,652,3.854725,26.183852
99,112,1,653,-1.968355,20.954901
99,112,1,654,2.507334,19.766503
99,112,1,655,4.436909,19.528823
99,112,1,656,-1.511728,16.438988
99,112,1,657,7.553962,21.905619
99,112,1,658,3.032672,27.134571
99,112,1,659,7.679519,19.766503
99,112,1,660,2.176264,22.143299
99,112,1,661,2.792804,21.430260
99,112,1,662,-0.209938,26.896891
99,112,1,663,6.400839,25.233134
99,112,1,664,1.479769,20.954901
99,112,1,665,2.301821,20.004182
99,112,1,666,-9.035759,27.134571
99,112,1,667,0.863229,21.667940
99,112,1,668,-2.915965,24.044736
99,112,1,669,-0.084381,24.757775
99,112,1,670,2.256220,24.044736
99,112,1,671,1.765238,22.618658
99,112,1,672,-1.808442,24.757775
99,112,1,673,4.722379,21.192580
99,112,1,674,-1.226258,18.102745
99,112,1,675,-7.391654,25.233134
99,112,1,676,2.096308,20.241862
99,112,1,677,1.274255,21.192580
99,112,1,678,3.900326,22.143299
99,112,1,679,9.243669,15.963628
99,112,1,680,-0.986390,23.807056
99,112,1,681,0.041176,22.618658
99,112,1,682,0.006821,16.676667
99,112,1,683,-3.247035,26.421532
99,112,1,684,5.213361,22.618658
99,112,1,685,-6.855070,22.618658
99,112,1,686,-3.897930,21.192580
99,112,1,687,1.399812,19.053464
99,112,1,688,-2.048311,19.053464
99,112,1,689,-1.602929,24.520095
99,112,1,690,-4.023487,23.331697
99,112,1,691,3.980282,24.044736
99,112,1,692,1.970751,22.380978
99,112,1,693,-2.915965,24.044736
99,112,1,694,-0.655320,21.430260
99,112,1,695,4.265751,25.708493
99,112,1,696,2.667247,23.569377
99,112,1,697,9.118112,18.102745
99,112,1,698,4.391308,23.569377
99,112,1,699,2.792804,21.430260
99,112,1,700,-0.118736,18.815784
99,112,1,701,9.483537,21.667940
99,112,1,702,6.115370,23.569377
99,112,1,703,-1.602929,24.520095
99,112,1,704,1.103097,27.372251
99,112,1,705,-6.112974,19.766503
99,112,1,706,-0.780877,23.569377
99,112,1,707,5.624388,22.143299
99,112,1,708,-5.005452,20.479541
99,112,1,709,-2.173868,21.192580
99,112,1,710,7.553962,21.905619
99,112,1,711,-6.067373,15.725949
99,112,1,712,-5.336522,22.856338
99,112,1,713,-0.575363,23.331697
99,112,1,714,-4.023487,23.331697
99,112,1,715,-2.424982,25.470814
99,112,1,716,2.872760,23.331697
99,112,1,717,4.927892,20.954901
99,112,1,718,-0.575363,23.331697
99,112,1,719,2.381777,21.905619
99,112,1,720,10.100077,20.954901
99,112,1,721,-0.289894,24.995454
99,112,1,722,-0.735276,19.528823
99,112,1,723,-2.299425,23.331697
99,112,1,724,1.765238,22.618658
99,112,1,725,4.722379,21.192580
99,112,1,726,-0.986390,23.807056
99,112,1,727,-4.640026,24.044736
99,112,1,728,0.817628,25.708493
99,112,1,729,0.246689,22.380978
99,112,1,730,-0.244293,20.954901
99,112,1,731,7.553962,21.905619
99,112,1,732,7.885033,19.528823
99,112,1,733,1.068742,21.430260
99,112,1,734,-3.326991,24.520095
99,112,1,735,5.007848,22.856338
99,112,1,736,1.274255,21.192580
99,112,1,737,10.054476,24.995454
99,112,1,738,-0.655320,21.430260
99,112,1,739,-2.379381,21.430260
99,112,1,740,-6.398443,18.102745
99,112,1,741,-3.121478,24.282415
99,112,1,742,3.694813,22.380978
99,112,1,743,3.614857,20.479541
99,112,1,744,-2.379381,21.430260
99,112,1,745,3.078273,23.094017
99,112,1,746,-1.351815,20.241862
99,112,1,747,4.105839,21.905619
99,112,1,748,1.970751,22.380978
99,112,1,749,-2.424982,25.470814
99,112,1,750,-7.471610,23.331697
99,112,1,751,6.651954,20.954901
99,112,1,752,12.189564,24.520095
99,112,1,753,9.483537,21.667940
99,112,1,754,-5.416478,20.954901
99,112,1,755,3.534900,18.578104
99,112,1,756,-5.873105,25.470814
