u,v,true_S,trial,S_prime,var_hat
99,112,1,416,-3.029058,559.554665
99,112,1,417,28.490432,561.546960
99,112,1,418,4.527165,547.600897
99,112,1,419,5.591527,523.693360
99,112,1,420,36.986466,607.369740
99,112,1,421,15.151924,545.608602
99,112,1,422,1.068613,493.808938
99,112,1,423,-5.973043,467.909106
99,112,1,424,-3.224066,537.639423
99,112,1,425,-8.616336,553.577781
99,112,1,426,10.788789,485.839759
99,112,1,427,20.739201,551.585486
99,112,1,428,-45.013528,529.670244
99,112,1,429,-27.896909,539.631718
99,112,1,430,27.940636,547.600897
99,112,1,431,-7.356965,551.585486
99,112,1,432,37.501033,569.516139
99,112,1,433,-11.170305,505.762707
99,112,1,434,37.855821,561.546960
99,112,1,435,4.491936,495.801233
99,112,1,436,-0.705325,533.654833
99,112,1,437,3.977369,533.654833
99,112,1,438,-25.183160,557.562371
99,112,1,439,9.209859,547.600897
99,112,1,440,-23.373994,569.516139
99,112,1,441,-57.447453,519.708770
99,112,1,442,31.168952,527.677949
99,112,1,443,7.400693,535.647128
99,112,1,444,-0.510317,555.570076
99,112,1,445,17.795216,459.939927
99,112,1,446,12.278395,557.562371
99,112,1,447,13.892553,547.600897
99,112,1,448,12.118616,587.446792
99,112,1,449,-63.549298,551.585486
99,112,1,450,13.697545,525.685654
99,112,1,451,-40.525841,507.755001
99,112,1,452,-9.875706,555.570076
99,112,1,453,-21.635284,477.870580
99,112,1,454,-21.954844,537.639423
99,112,1,455,-17.272149,537.639423
99,112,1,456,4.367385,577.485318
99,112,1,457,-3.738633,575.493024
99,112,1,458,23.257942,547.600897
99,112,1,459,2.132975,469.901401
99,112,1,460,-10.815517,497.793528
99,112,1,461,15.471483,485.839759
99,112,1,462,-11.170305,505.762707
99,112,1,463,47.930784,545.608602
99,112,1,464,-36.907510,531.662539
99,112,1,465,27.390841,533.654833
99,112,1,466,-7.906761,537.639423
99,112,1,467,-22.664419,553.577781
99,112,1,468,-3.968869,501.778117
99,112,1,469,-2.159704,513.731886
99,112,1,470,3.977369,533.654833
99,112,1,471,-32.579603,539.631718
99,112,1,472,36.916009,503.770412
99,112,1,473,7.560473,505.762707
99,112,1,474,5.591527,523.693360
99,112,1,475,-1.219892,571.508434
99,112,1,476,-46.077891,553.577781
99,112,1,477,-18.566748,487.832054
99,112,1,478,26.326478,557.562371
99,112,1,479,-41.785212,509.747296
99,112,1,480,-18.336512,561.546960
99,112,1,481,-36.357714,545.608602
99,112,1,482,15.151924,545.608602
99,112,1,483,-26.797318,567.523844
99,112,1,484,22.708147,533.654833
99,112,1,485,-20.730701,483.847464
99,112,1,486,6.691118,551.585486
99,112,1,487,-21.440276,499.785822
99,112,1,488,8.819843,503.770412
99,112,1,489,26.486258,527.677949
99,112,1,490,-31.355461,485.839759
99,112,1,491,-11.525092,513.731886
99,112,1,492,-31.870028,523.693360
99,112,1,493,13.182978,563.539255
99,112,1,494,28.295424,539.631718
99,112,1,495,4.881952,539.631718
99,112,1,496,-1.414900,549.593192
99,112,1,497,-26.282751,529.670244
99,112,1,498,4.846724,487.832054
99,112,1,499,6.106094,485.839759
99,112,1,500,-47.532269,533.654833
99,112,1,501,-28.251696,547.600897
99,112,1,502,-8.101768,515.724181
99,112,1,503,-9.910934,503.770412
99,112,1,504,-24.473585,541.624012
99,112,1,505,14.087561,569.516139
99,112,1,506,-27.382341,501.778117
99,112,1,507,23.417722,517.716475
99,112,1,508,-2.124475,565.531550
99,112,1,509,-7.356965,551.585486
99,112,1,510,22.513139,511.739591
99,112,1,511,-16.332338,595.415971
99,112,1,512,19.479831,553.577781
99,112,1,513,-54.024129,521.701065
99,112,1,514,-18.211960,479.862875
99,112,1,515,4.172377,555.570076
99,112,1,516,25.616903,573.500729
99,112,1,517,18.735027,517.716475
99,112,1,518,-68.941567,567.523844
99,112,1,519,18.345012,473.885990
99,112,1,520,10.114442,553.577781
99,112,1,521,-3.933641,553.577781
99,112,1,522,-29.511067,549.593192
99,112,1,523,-0.705325,533.654833
99,112,1,524,-24.083569,585.454497
99,112,1,525,8.855071,555.570076
99,112,1,526,28.135644,569.516139
99,112,1,527,-5.228240,503.770412
99,112,1,528,15.116696,493.808938
99,112,1,529,34.592276,529.670244
99,112,1,530,-7.197185,521.701065
99,112,1,531,36.951238,555.570076
99,112,1,532,56.356362,487.832054
99,112,1,533,-5.937815,519.708770
99,112,1,534,-17.946496,605.377445
99,112,1,535,-10.070714,533.654833
99,112,1,536,-7.002178,543.616307
99,112,1,537,-8.066540,567.523844
99,112,1,538,15.861499,529.670244
99,112,1,539,4.881952,539.631718
99,112,1,540,-26.477758,507.755001
99,112,1,541,-15.462983,549.593192
99,112,1,542,-2.904507,477.870580
99,112,1,543,-28.836720,481.855169
99,112,1,544,-27.187333,523.693360
99,112,1,545,1.493856,589.439087
99,112,1,546,-12.589455,537.639423
99,112,1,547,-5.937815,519.708770
99,112,1,548,-20.695473,535.647128
99,112,1,549,20.349185,507.755001
99,112,1,550,28.455204,509.747296
99,112,1,551,26.841046,519.708770
99,112,1,552,-30.450878,491.816643
99,112,1,553,6.691118,551.585486
99,112,1,554,-24.668593,519.708770
99,112,1,555,-49.696222,529.670244
99,112,1,556,22.193579,571.508434
99,112,1,557,-2.514491,521.701065
99,112,1,558,21.998572,549.593192
99,112,1,559,41.048908,489.824349
99,112,1,560,25.581675,521.701065
99,112,1,561,3.587353,489.824349
99,112,1,562,14.247341,539.631718
99,112,1,563,1.618408,507.755001
99,112,1,564,-2.869279,529.670244
99,112,1,565,14.052333,517.716475
99,112,1,566,3.817589,563.539255
99,112,1,567,-49.501215,551.585486
99,112,1,568,-9.201359,487.832054
99,112,1,569,6.496110,529.670244
99,112,1,570,3.782361,511.739591
99,112,1,571,-15.303204,519.708770
99,112,1,572,17.120869,527.677949
99,112,1,573,-25.732955,543.616307
99,112,1,574,20.739201,551.585486
99,112,1,575,-9.715926,525.685654
99,112,1,576,18.380240,525.685654
99,112,1,577,1.813416,529.670244
99,112,1,578,-6.647390,535.647128
99,112,1,579,25.031880,507.755001
99,112,1,580,56.746378,531.662539
99,112,1,581,-43.044582,511.739591
99,112,1,582,3.587353,489.824349
99,112,1,583,15.151924,545.608602
99,112,1,584,3.267794,549.593192
99,112,1,585,-12.074888,499.785822
99,112,1,586,-3.224066,537.639423
99,112,1,587,15.346932,567.523844
99,112,1,588,-13.848825,539.631718
99,112,1,589,1.618408,507.755001
99,112,1,590,16.925862,505.762707
99,112,1,591,14.087561,569.516139
99,112,1,592,-1.414900,549.593192
99,112,1,593,20.349185,507.755001
99,112,1,594,-0.545546,503.770412
99,112,1,595,55.966346,444.001569
99,112,1,596,-1.450128,497.793528
99,112,1,597,4.332157,525.685654
99,112,1,598,21.093989,543.616307
99,112,1,599,20.898981,521.701065
99,112,1,600,10.469229,545.608602
99,112,1,601,-10.975297,527.677949
99,112,1,602,7.950488,549.593192
99,112,1,603,32.942890,487.832054
99,112,1,604,13.147750,511.739591
99,112,1,605,-20.340686,527.677949
99,112,1,606,47.345761,479.862875
99,112,1,607,-10.425502,541.624012
99,112,1,608,28.455204,509.747296
99,112,1,609,7.400693,535.647128
99,112,1,610,25.936463,513.731886
99,112,1,611,-44.818520,551.585486
99,112,1,612,14.017105,465.916811
99,112,1,613,-25.378168,535.647128
99,112,1,614,34.592276,529.670244
99,112,1,615,-2.709499,499.785822
99,112,1,616,13.147750,511.739591
99,112,1,617,-7.002178,543.616307
99,112,1,618,-8.261548,545.608602
99,112,1,619,-31.355461,485.839759
99,112,1,620,-35.098344,543.616307
99,112,1,621,-13.618589,613.346624
99,112,1,622,-12.589455,537.639423
99,112,1,623,59.974694,511.739591
99,112,1,624,-47.337261,555.570076
99,112,1,625,0.554045,531.662539
99,112,1,626,-23.249442,487.832054
99,112,1,627,-14.913188,563.539255
99,112,1,628,28.809991,501.778117
99,112,1,629,2.363211,543.616307
99,112,1,630,10.504458,597.408266
99,112,1,631,-13.139250,523.693360
99,112,1,632,-9.325911,569.516139
99,112,1,633,19.834618,545.608602
99,112,1,634,33.687693,523.693360
99,112,1,635,-5.033232,525.685654
99,112,1,636,-35.133572,491.816643
99,112,1,637,10.788789,485.839759
99,112,1,638,21.643784,557.562371
99,112,1,639,-24.473585,541.624012
99,112,1,640,-11.330084,535.647128
99,112,1,641,9.564646,539.631718
99,112,1,642,-46.982474,547.600897
99,112,1,643,-10.975297,527.677949
99,112,1,644,12.987970,541.624012
99,112,1,645,-20.695473,535.647128
99,112,1,646,18.894807,487.832054
99,112,1,647,16.216286,521.701065
99,112,1,648,-39.071463,527.677949
99,112,1,649,22.158351,519.708770
99,112,1,650,5.591527,523.693360
99,112,1,651,-7.711753,559.554665
99,112,1,652,6.141323,537.639423
99,112,1,653,4.686944,517.716475
99,112,1,654,-3.773862,523.693360
99,112,1,655,23.062934,525.685654
99,112,1,656,32.073535,533.654833
99,112,1,657,-23.569002,547.600897
99,112,1,658,-1.609908,527.677949
99,112,1,659,-7.392193,499.785822
99,112,1,660,-23.249442,487.832054
99,112,1,661,-9.166131,539.631718
99,112,1,662,-2.674271,551.585486
99,112,1,663,8.890299,607.369740
99,112,1,664,24.162525,553.577781
99,112,1,665,12.438175,527.677949
99,112,1,666,20.384414,559.554665
99,112,1,667,8.819843,503.770412
99,112,1,668,-47.017702,495.801233
99,112,1,669,-1.574680,579.477613
99,112,1,670,18.735027,517.716475
99,112,1,671,-30.930217,581.469908
99,112,1,672,-20.695473,535.647128
99,112,1,673,-5.033232,525.685654
99,112,1,674,-8.811344,531.662539
99,112,1,675,-17.821945,523.693360
99,112,1,676,30.778937,483.847464
99,112,1,677,-24.863600,497.793528
99,112,1,678,12.402947,475.878285
99,112,1,679,23.382494,465.916811
99,112,1,680,46.671414,547.600897
99,112,1,681,-11.879880,521.701065
99,112,1,682,29.519566,485.839759
99,112,1,683,24.162525,553.577781
99,112,1,684,21.448776,535.647128
99,112,1,685,-22.664419,553.577781
99,112,1,686,3.622582,541.624012
99,112,1,687,-9.751155,473.885990
99,112,1,688,10.079214,501.778117
99,112,1,689,-7.906761,537.639423
99,112,1,690,10.079214,501.778117
99,112,1,691,2.168203,521.701065
99,112,1,692,-1.929468,587.446792
99,112,1,693,-6.452382,557.562371
99,112,1,694,39.629758,521.701065
99,112,1,695,-3.188838,589.439087
99,112,1,696,19.249595,479.862875
99,112,1,697,12.757734,467.909106
99,112,1,698,10.469229,545.608602
99,112,1,699,18.930035,539.631718
99,112,1,700,-7.161957,573.500729
99,112,1,701,23.452950,569.516139
99,112,1,702,7.950488,549.593192
99,112,1,703,19.125043,561.546960
99,112,1,704,12.828191,571.508434
99,112,1,705,-32.224815,531.662539
99,112,1,706,3.462802,571.508434
99,112,1,707,-3.933641,553.577781
99,112,1,708,-18.531520,539.631718
99,112,1,709,-7.197185,521.701065
99,112,1,710,58.555544,543.616307
99,112,1,711,15.276475,463.924517
99,112,1,712,12.987970,541.624012
99,112,1,713,11.373812,551.585486
99,112,1,714,-13.494038,531.662539
99,112,1,715,-24.118797,533.654833
99,112,1,716,21.448776,535.647128
99,112,1,717,21.093989,543.616307
99,112,1,718,14.602128,531.662539
99,112,1,719,-10.425502,541.624012
99,112,1,720,0.359037,509.747296
99,112,1,721,11.533592,521.701065
99,112,1,722,20.029626,567.523844
99,112,1,723,-14.398621,525.685654
99,112,1,724,-9.910934,503.770412
99,112,1,725,2.522991,513.731886
99,112,1,726,5.236740,531.662539
99,112,1,727,-17.662165,493.808938
99,112,1,728,0.944061,575.493024
99,112,1,729,34.042481,515.724181
99,112,1,730,-15.303204,519.708770
99,112,1,731,23.222714,495.801233
99,112,1,732,-46.627686,539.631718
99,112,1,733,9.369639,517.716475
99,112,1,734,-14.168385,599.400561
99,112,1,735,10.824017,537.639423
99,112,1,736,26.486258,527.677949
99,112,1,737,-36.747730,501.778117
99,112,1,738,-1.414900,549.593192
99,112,1,739,9.724426,509.747296
99,112,1,740,38.725175,515.724181
99,112,1,741,-38.131652,585.454497
99,112,1,742,6.850898,521.701065
99,112,1,743,-15.303204,519.708770
99,112,1,744,7.365465,483.847464
99,112,1,745,6.176551,589.439087
99,112,1,746,7.915260,497.793528
99,112,1,747,14.956916,523.693360
99,112,1,748,22.318131,489.824349
99,112,1,749,6.141323,537.639423
99,112,1,750,-22.664419,553.577781
99,112,1,751,-39.426251,535.647128
99,112,1,752,55.682015,555.570076
99,112,1,753,56.746378,531.662539
99,112,1,754,5.981543,567.523844
