u,v,true_S,trial,S_prime,var_hat
99,112,1,202,282.406558,8905.376342
99,112,1,203,-61.547144,9737.163919
99,112,1,204,-121.258732,9465.233365
99,112,1,205,12.107607,9465.233365
99,112,1,206,8.185583,8585.458043
99,112,1,207,60.247910,9385.253790
99,112,1,208,-57.464156,9769.155748
99,112,1,209,-21.911657,9721.168004
99,112,1,210,120.637177,9401.249705
99,112,1,211,9.896693,9513.221110
99,112,1,212,141.052118,9561.208854
99,112,1,213,-52.364648,9417.245620
99,112,1,214,117.409744,9833.139408
99,112,1,215,73.513394,9097.327321
99,112,1,216,78.113097,9721.168004
99,112,1,217,0.197482,9241.290556
99,112,1,218,-11.712642,9017.347747
99,112,1,219,11.768767,9593.200684
99,112,1,220,-85.028554,9161.310981
99,112,1,221,-111.559521,9737.163919
99,112,1,222,9.896693,9513.221110
99,112,1,223,-30.755313,9913.118983
99,112,1,224,131.352907,9289.278300
99,112,1,225,0.197482,9241.290556
99,112,1,226,-46.070746,9401.249705
99,112,1,227,62.119984,9465.233365
99,112,1,228,-94.549889,9609.196599
99,112,1,229,39.494129,9353.261960
99,112,1,230,30.989313,9417.245620
99,112,1,231,18.223634,8729.421278
99,112,1,232,214.368029,9417.245620
99,112,1,233,-64.274773,9193.302811
99,112,1,234,-33.821782,9497.225195
99,112,1,235,-94.727765,8889.380427
99,112,1,236,13.302002,9801.147578
99,112,1,237,-29.061114,9273.282386
99,112,1,238,-67.502206,9625.192514
99,112,1,239,-29.399954,9401.249705
99,112,1,240,-113.270631,8809.400853
99,112,1,241,157.384071,9689.176174
99,112,1,242,77.257542,9257.286471
99,112,1,243,-31.949707,9577.204769
99,112,1,244,-60.530625,9353.261960
99,112,1,245,16.529435,9369.257875
99,112,1,246,22.823337,9353.261960
99,112,1,247,368.149309,9577.204769
99,112,1,248,87.295593,9401.249705
99,112,1,249,-51.009290,8905.376342
99,112,1,250,122.170412,9609.196599
99,112,1,251,-8.646173,9433.241535
99,112,1,252,-77.540257,9481.229280
99,112,1,253,-170.932269,9337.266045
99,112,1,254,-3.029951,9673.180259
99,112,1,255,81.001691,9417.245620
99,112,1,256,33.200227,9369.257875
99,112,1,257,-58.658550,9433.241535
99,112,1,258,22.823337,9353.261960
99,112,1,259,-82.478800,8985.355917
99,112,1,260,19.934744,9657.184344
99,112,1,261,51.404254,9577.204769
99,112,1,262,-106.460014,9385.253790
99,112,1,263,-185.392147,9289.278300
99,112,1,264,55.148403,9737.163919
99,112,1,265,44.932476,8873.384512
99,112,1,266,181.543160,10009.094472
99,112,1,267,-19.361903,9545.212939
99,112,1,268,-11.195927,9609.196599
99,112,1,269,-122.791966,9257.286471
99,112,1,270,127.447795,9977.102643
99,112,1,271,-152.050563,9289.278300
99,112,1,272,67.558331,8985.355917
99,112,1,273,-95.405444,9145.315066
99,112,1,274,-4.902025,9593.200684
99,112,1,275,18.062670,9577.204769
99,112,1,276,97.672483,9417.245620
99,112,1,277,-81.623245,9449.237450
99,112,1,278,68.413886,9449.237450
99,112,1,279,-64.274773,9193.302811
99,112,1,280,-6.096420,9257.286471
99,112,1,281,-52.025809,9289.278300
99,112,1,282,-117.514583,9625.192514
99,112,1,283,134.758216,9577.204769
99,112,1,284,62.975539,9929.114898
99,112,1,285,63.814183,8825.396767
99,112,1,286,56.503762,9225.294641
99,112,1,287,-27.527880,9481.229280
99,112,1,288,24.356572,9561.208854
99,112,1,289,216.578943,9369.257875
99,112,1,290,-159.022144,9561.208854
99,112,1,291,-53.042328,9673.180259
99,112,1,292,4.619310,9145.315066
99,112,1,293,128.125474,9721.168004
99,112,1,294,-8.985013,9561.208854
99,112,1,295,-15.617755,9705.172089
99,112,1,296,20.612423,9401.249705
99,112,1,297,77.596382,9129.319151
99,112,1,298,39.832969,9225.294641
99,112,1,299,-103.910260,9209.298726
99,112,1,300,-1.674592,9161.310981
99,112,1,301,-36.032696,9545.212939
99,112,1,302,-36.371535,9673.180259
99,112,1,303,-11.195927,9609.196599
99,112,1,304,-117.514583,9625.192514
99,112,1,305,85.762358,9193.302811
99,112,1,306,147.007181,9673.180259
99,112,1,307,-138.946043,9849.135323
99,112,1,308,93.589495,9385.253790
99,112,1,309,-68.357761,9161.310981
99,112,1,310,135.435895,9321.270130
99,112,1,311,-7.112939,9641.188429
99,112,1,312,41.366204,9433.241535
99,112,1,313,109.743572,8793.404938
99,112,1,314,-116.836904,9369.257875
99,112,1,315,-41.987758,9433.241535
99,112,1,316,-67.841046,9753.159834
99,112,1,317,-138.946043,9849.135323
99,112,1,318,65.008578,9161.310981
99,112,1,319,94.267174,9129.319151
99,112,1,320,-80.090010,9657.184344
99,112,1,321,37.283216,9401.249705
99,112,1,322,93.250655,9513.221110
99,112,1,323,-73.457269,9513.221110
99,112,1,324,-56.786476,9513.221110
99,112,1,325,45.788032,9337.266045
99,112,1,326,-34.499461,9753.159834
99,112,1,327,-88.594826,9721.168004
99,112,1,328,15.512916,9753.159834
99,112,1,329,63.992058,9545.212939
99,112,1,330,85.084679,9449.237450
99,112,1,331,-248.670008,9577.204769
99,112,1,332,176.265777,9641.188429
99,112,1,333,1.053038,9705.172089
99,112,1,334,5.813705,9481.229280
99,112,1,335,-21.911657,9721.168004
99,112,1,336,171.505110,9865.131238
99,112,1,337,111.793522,9593.200684
99,112,1,338,-14.601236,9321.270130
99,112,1,339,101.755471,9449.237450
99,112,1,340,-2.013432,9289.278300
99,112,1,341,61.781145,9593.200684
99,112,1,342,-106.121174,9257.286471
99,112,1,343,19.934744,9657.184344
99,112,1,344,28.100720,9721.168004
99,112,1,345,277.307050,9257.286471
99,112,1,346,131.352907,9289.278300
99,112,1,347,36.266696,9785.151663
99,112,1,348,-107.993248,9177.306896
99,112,1,349,-200.529705,9497.225195
99,112,1,350,-85.706233,9417.245620
99,112,1,351,-173.143183,9385.253790
99,112,1,352,41.366204,9433.241535
99,112,1,353,70.285961,9529.217024
99,112,1,354,-130.102387,9657.184344
99,112,1,355,126.253400,9641.188429
99,112,1,356,102.094311,9321.270130
99,112,1,357,-32.805263,9113.323236
99,112,1,358,62.458824,9337.266045
99,112,1,359,25.373091,9177.306896
99,112,1,360,-129.085868,9273.282386
99,112,1,361,57.698156,9561.208854
99,112,1,362,-100.843791,9625.192514
99,112,1,363,134.419376,9705.172089
99,112,1,364,-173.482023,9513.221110
99,112,1,365,36.605536,9657.184344
99,112,1,366,33.877907,9113.323236
99,112,1,367,43.915957,9257.286471
99,112,1,368,-1.335752,9033.343662
99,112,1,369,61.781145,9593.200684
99,112,1,370,59.053515,9049.339577
99,112,1,371,17.723830,9705.172089
99,112,1,372,73.174554,9225.294641
99,112,1,373,-60.013909,9945.110813
99,112,1,374,65.008578,9161.310981
99,112,1,375,-29.738794,9529.217024
99,112,1,376,-238.293118,9593.200684
99,112,1,377,26.389610,8793.404938
99,112,1,378,120.298338,9529.217024
99,112,1,379,-73.118429,9385.253790
99,112,1,380,-14.940075,9449.237450
99,112,1,381,-25.316966,9433.241535
99,112,1,382,32.522548,9625.192514
99,112,1,383,16.529435,9369.257875
99,112,1,384,10.235533,9385.253790
99,112,1,385,27.245165,9257.286471
99,112,1,386,-17.489829,9625.192514
99,112,1,387,-64.613613,9321.270130
99,112,1,388,190.386816,9817.143493
99,112,1,389,26.745361,10233.037281
99,112,1,390,-7.629654,9049.339577
99,112,1,391,-52.364648,9417.245620
99,112,1,392,-107.137693,9641.188429
99,112,1,393,114.343275,9417.245620
99,112,1,394,-51.686969,9161.310981
99,112,1,395,106.016335,10201.045452
99,112,1,396,15.335040,9033.343662
99,112,1,397,4.280471,9273.282386
99,112,1,398,-151.195008,9753.159834
99,112,1,399,135.774735,9193.302811
99,112,1,400,11.091088,9849.135323
99,112,1,401,26.228646,9641.188429
99,112,1,402,27.245165,9257.286471
99,112,1,403,-57.125316,9641.188429
99,112,1,404,-90.466901,9641.188429
99,112,1,405,11.768767,9593.200684
99,112,1,406,100.222237,9241.290556
99,112,1,407,-14.940075,9449.237450
99,112,1,408,-303.781892,9929.114898
99,112,1,409,-40.115684,9513.221110
99,112,1,410,118.765103,9321.270130
99,112,1,411,-36.888251,9081.331406
99,112,1,412,-111.898361,9865.131238
99,112,1,413,-25.655805,9561.208854
99,112,1,414,-103.910260,9209.298726
99,112,1,415,-40.632399,8921.372257
99,112,1,416,-54.575562,9465.233365
99,112,1,417,53.615168,9529.217024
99,112,1,418,-68.357761,9161.310981
99,112,1,419,-17.150989,9497.225195
99,112,1,420,116.732065,10089.074047
99,112,1,421,-2.352271,9417.245620
99,112,1,422,85.423518,9321.270130
99,112,1,423,58.375836,9305.274215
99,112,1,424,21.806818,9737.163919
99,112,1,425,-57.464156,9769.155748
99,112,1,426,-86.900628,9081.331406
99,112,1,427,40.688524,9689.176174
99,112,1,428,-127.552634,9481.229280
99,112,1,429,-196.107877,9401.249705
99,112,1,430,144.457427,9849.135323
99,112,1,431,-59.336230,9689.176174
99,112,1,432,39.155290,9481.229280
99,112,1,433,-12.390322,9273.282386
99,112,1,434,85.084679,9449.237450
99,112,1,435,55.487242,9609.196599
99,112,1,436,68.075047,9577.204769
99,112,1,437,-14.940075,9449.237450
99,112,1,438,-153.067082,9673.180259
99,112,1,439,24.695411,9433.241535
99,112,1,440,-201.207385,9753.159834
99,112,1,441,-127.213794,9353.261960
99,112,1,442,197.019558,9673.180259
99,112,1,443,-19.023064,9417.245620
99,112,1,444,-48.620500,9577.204769
99,112,1,445,-40.971239,9049.339577
99,112,1,446,61.103465,9849.135323
99,112,1,447,120.298338,9529.217024
99,112,1,448,44.771512,9721.168004
99,112,1,449,-263.807566,9785.151663
99,112,1,450,145.473946,9465.233365
99,112,1,451,-84.172998,9625.192514
99,112,1,452,53.615168,9529.217024
99,112,1,453,-251.397638,9033.343662
99,112,1,454,-11.195927,9609.196599
99,112,1,455,-41.132203,9897.123068
99,112,1,456,-61.547144,9737.163919
99,112,1,457,-32.627387,9833.139408
99,112,1,458,112.471201,9337.266045
99,112,1,459,101.238756,8857.388597
99,112,1,460,-81.623245,9449.237450
99,112,1,461,120.637177,9401.249705
99,112,1,462,-103.910260,9209.298726
99,112,1,463,105.499620,9609.196599
99,112,1,464,-157.150070,9641.188429
99,112,1,465,89.506507,9353.261960
99,112,1,466,-121.597571,9593.200684
99,112,1,467,-36.371535,9673.180259
99,112,1,468,-82.817640,9113.323236
99,112,1,469,-152.389402,9417.245620
99,112,1,470,-93.872209,9353.261960
99,112,1,471,3.602791,9529.217024
99,112,1,472,143.940711,9257.286471
99,112,1,473,19.079189,9193.302811
99,112,1,474,-6.096420,9257.286471
99,112,1,475,-50.831414,9625.192514
99,112,1,476,-48.281660,9449.237450
99,112,1,477,-147.289895,9065.335491
99,112,1,478,80.662851,9545.212939
99,112,1,479,-180.114764,9657.184344
99,112,1,480,-198.318791,9449.237450
99,112,1,481,-46.748426,9657.184344
99,112,1,482,32.183708,9753.159834
99,112,1,483,-154.422441,10185.049537
99,112,1,484,24.356572,9561.208854
99,112,1,485,-33.482942,9369.257875
99,112,1,486,-64.613613,9321.270130
99,112,1,487,-58.997390,9561.208854
99,112,1,488,-18.684224,9289.278300
99,112,1,489,-107.137693,9641.188429
99,112,1,490,-126.874954,9225.294641
99,112,1,491,12.785287,9209.298726
99,112,1,492,-238.631958,9721.168004
99,112,1,493,-28.205559,9737.163919
99,112,1,494,94.445050,9849.135323
99,112,1,495,30.989313,9417.245620
99,112,1,496,47.998946,9289.278300
99,112,1,497,-68.696601,9289.278300
99,112,1,498,126.592240,9513.221110
99,112,1,499,-33.144102,9241.290556
99,112,1,500,-106.798853,9513.221110
99,112,1,501,168.777480,9321.270130
99,112,1,502,-45.393067,9145.315066
99,112,1,503,18.740349,9321.270130
99,112,1,504,70.963640,9273.282386
99,112,1,505,95.122729,9593.200684
99,112,1,506,-68.696601,9289.278300
99,112,1,507,-83.495319,9369.257875
99,112,1,508,78.451937,9593.200684
99,112,1,509,-93.355494,9945.110813
99,112,1,510,-33.821782,9497.225195
99,112,1,511,33.716943,9961.106728
99,112,1,512,-7.451779,9769.155748
99,112,1,513,-97.277518,9065.335491
99,112,1,514,-197.302272,9065.335491
99,112,1,515,45.449192,9465.233365
99,112,1,516,103.288706,9657.184344
99,112,1,517,-16.812150,9369.257875
99,112,1,518,-118.192263,9881.127153
99,112,1,519,36.088821,9065.335491
99,112,1,520,-86.722752,9801.147578
99,112,1,521,128.125474,9721.168004
99,112,1,522,-121.597571,9593.200684
99,112,1,523,41.366204,9433.241535
99,112,1,524,33.716943,9961.106728
99,112,1,525,-95.227568,9865.131238
99,112,1,526,-3.029951,9673.180259
99,112,1,527,-19.878619,8953.364087
99,112,1,528,108.049373,9433.241535
99,112,1,529,-30.077633,9657.184344
99,112,1,530,-189.813975,9385.253790
99,112,1,531,79.129616,9337.266045
99,112,1,532,282.067718,9033.343662
99,112,1,533,-44.198672,9481.229280
99,112,1,534,-31.094152,10041.086302
99,112,1,535,-142.012512,9433.241535
99,112,1,536,-50.492574,9497.225195
99,112,1,537,-25.994645,9689.176174
99,112,1,538,91.039741,9561.208854
99,112,1,539,-44.537512,9609.196599
99,112,1,540,-41.310079,9177.306896
99,112,1,541,110.777003,9977.102643
99,112,1,542,6.830224,9097.327321
99,112,1,543,-24.300447,9049.339577
99,112,1,544,-69.713120,9673.180259
99,112,1,545,-3.707630,9929.114898
99,112,1,546,-126.019399,9689.176174
99,112,1,547,53.954008,9401.249705
99,112,1,548,-148.306414,9449.237450
99,112,1,549,-43.520993,9225.294641
99,112,1,550,143.601872,9385.253790
99,112,1,551,22.145658,9609.196599
99,112,1,552,-68.696601,9289.278300
99,112,1,553,-11.534767,9737.163919
99,112,1,554,39.494129,9353.261960
99,112,1,555,-113.092755,9529.217024
99,112,1,556,40.349685,9817.143493
99,112,1,557,-26.511361,9097.327321
99,112,1,558,-111.220681,9609.196599
99,112,1,559,250.598207,9113.323236
99,112,1,560,-39.099165,9129.319151
99,112,1,561,0.197482,9241.290556
99,112,1,562,124.720166,9433.241535
99,112,1,563,104.644064,9145.315066
99,112,1,564,-79.751171,9529.217024
99,112,1,565,44.254797,9129.319151
99,112,1,566,-48.620500,9577.204769
99,112,1,567,-98.632877,9577.204769
99,112,1,568,-45.393067,9145.315066
99,112,1,569,-41.648918,9305.274215
99,112,1,570,139.857723,9225.294641
99,112,1,571,-24.978126,9305.274215
99,112,1,572,-12.390322,9273.282386
99,112,1,573,22.145658,9609.196599
99,112,1,574,-40.793363,9769.155748
99,112,1,575,-15.278915,9577.204769
99,112,1,576,-19.023064,9417.245620
99,112,1,577,-62.402699,9273.282386
99,112,1,578,83.890284,9113.323236
99,112,1,579,83.551444,9241.290556
99,112,1,580,160.272664,9385.253790
99,112,1,581,-287.288976,9209.298726
99,112,1,582,-45.054227,9017.347747
99,112,1,583,93.250655,9513.221110
99,112,1,584,1.053038,9705.172089
99,112,1,585,-62.402699,9273.282386
99,112,1,586,89.167667,9481.229280
99,112,1,587,-186.069827,9545.212939
99,112,1,588,-70.907515,9337.266045
99,112,1,589,39.832969,9225.294641
99,112,1,590,-108.332088,9305.274215
99,112,1,591,-6.774099,9513.221110
99,112,1,592,61.781145,9593.200684
99,112,1,593,144.279551,9129.319151
99,112,1,594,68.752726,9321.270130
99,112,1,595,163.838937,8825.396767
99,112,1,596,-145.417821,9145.315066
99,112,1,597,-46.409586,9529.217024
99,112,1,598,78.113097,9721.168004
99,112,1,599,64.669738,9289.278300
99,112,1,600,-84.172998,9625.192514
99,112,1,601,3.602791,9529.217024
99,112,1,602,-90.466901,9641.188429
99,112,1,603,112.810041,9209.298726
99,112,1,604,-81.284405,9321.270130
99,112,1,605,-137.929524,9465.233365
99,112,1,606,194.630768,9001.351832
99,112,1,607,5.474865,9609.196599
99,112,1,608,147.684860,9417.245620
99,112,1,609,214.706869,9289.278300
99,112,1,610,-69.374280,9545.212939
99,112,1,611,25.550967,9897.123068
99,112,1,612,115.359794,9033.343662
99,112,1,613,-65.630132,9705.172089
99,112,1,614,70.963640,9273.282386
99,112,1,615,86.101198,9065.335491
99,112,1,616,102.094311,9321.270130
99,112,1,617,5.813705,9481.229280
99,112,1,618,76.579863,9513.221110
99,112,1,619,-12.051482,9145.315066
99,112,1,620,-188.619580,9721.168004
99,112,1,621,-152.211527,10137.061792
99,112,1,622,-105.265619,9721.168004
99,112,1,623,339.568392,9353.261960
99,112,1,624,-265.679640,9705.172089
99,112,1,625,-222.816720,9257.286471
99,112,1,626,-130.280263,8937.368172
99,112,1,627,-92.677815,9689.176174
99,112,1,628,85.423518,9321.270130
99,112,1,629,-79.751171,9529.217024
99,112,1,630,231.894377,9881.127153
99,112,1,631,-55.769957,9129.319151
99,112,1,632,-69.374280,9545.212939
99,112,1,633,84.745839,9577.204769
99,112,1,634,-38.582449,9721.168004
99,112,1,635,39.155290,9481.229280
99,112,1,636,-165.316046,9577.204769
99,112,1,637,71.302480,9145.315066
99,112,1,638,104.821940,9865.131238
99,112,1,639,-158.683305,9433.241535
99,112,1,640,-19.023064,9417.245620
99,112,1,641,30.650474,9545.212939
99,112,1,642,-130.102387,9657.184344
99,112,1,643,-102.377025,9417.245620
99,112,1,644,-38.243610,9593.200684
99,112,1,645,19.079189,9193.302811
99,112,1,646,38.299735,9017.347747
99,112,1,647,201.780225,9449.237450
99,112,1,648,-2.352271,9417.245620
99,112,1,649,140.713278,9689.176174
99,112,1,650,-16.812150,9369.257875
99,112,1,651,-23.106052,9385.253790
99,112,1,652,-8.646173,9433.241535
99,112,1,653,-24.978126,9305.274215
99,112,1,654,34.733462,9577.204769
99,112,1,655,-43.859832,9353.261960
99,112,1,656,118.087424,9577.204769
99,112,1,657,-81.962085,9577.204769
99,112,1,658,5.813705,9481.229280
99,112,1,659,17.207114,9113.323236
99,112,1,660,-76.523738,9097.327321
99,112,1,661,69.091566,9193.302811
99,112,1,662,-6.774099,9513.221110
99,112,1,663,89.684382,10073.078132
99,112,1,664,-19.361903,9545.212939
99,112,1,665,-1.335752,9033.343662
99,112,1,666,30.650474,9545.212939
99,112,1,667,-34.677337,9033.343662
99,112,1,668,-141.673673,9305.274215
99,112,1,669,-95.566408,9993.098557
99,112,1,670,87.295593,9401.249705
99,112,1,671,-130.441227,9785.151663
99,112,1,672,18.401509,9449.237450
99,112,1,673,155.511997,9609.196599
99,112,1,674,-53.381167,9801.147578
99,112,1,675,-162.766293,9401.249705
99,112,1,676,114.682115,9289.278300
99,112,1,677,29.456079,9209.298726
99,112,1,678,87.973272,9145.315066
99,112,1,679,57.181441,8969.360002
99,112,1,680,202.635780,9913.118983
99,112,1,681,-37.227091,9209.298726
99,112,1,682,176.087901,8921.372257
99,112,1,683,74.368949,9561.208854
99,112,1,684,188.514742,9737.163919
99,112,1,685,-84.172998,9625.192514
99,112,1,686,68.413886,9449.237450
99,112,1,687,-110.204162,9225.294641
99,112,1,688,-46.070746,9401.249705
99,112,1,689,-86.045073,9545.212939
99,112,1,690,2.747236,9065.335491
99,112,1,691,-49.814895,9241.290556
99,112,1,692,-3.029951,9673.180259
99,112,1,693,-128.230313,9737.163919
99,112,1,694,61.781145,9593.200684
99,112,1,695,52.937489,9785.151663
99,112,1,696,62.458824,9337.266045
99,112,1,697,-113.948310,9065.335491
99,112,1,698,-40.454524,9641.188429
99,112,1,699,-38.921289,9849.135323
99,112,1,700,-13.745681,9785.151663
99,112,1,701,109.582608,9641.188429
99,112,1,702,-73.118429,9385.253790
99,112,1,703,48.515661,9881.127153
99,112,1,704,-157.150070,9641.188429
99,112,1,705,-10.857087,9481.229280
99,112,1,706,-1.157876,9753.159834
99,112,1,707,-20.895138,9337.266045
99,112,1,708,-36.032696,9545.212939
99,112,1,709,-24.639286,9177.306896
99,112,1,710,78.790777,9465.233365
99,112,1,711,-8.824049,8713.425363
99,112,1,712,55.826082,9481.229280
99,112,1,713,88.489987,9737.163919
